MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:Jitter(Abs),MDVP:RAP,MDVP:PPQ,Jitter:DDP,MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE
168.4837,506.2626,92.5993,0.0227,0.0002,0.0099,0.0144,0.0344,0.1079,0.9311,0.0505,0.0151,0.0096,0.0218,0.0082,14.0765,0.6244,0.7773,-5.75,0.2399,3.3169,0.1233
211.0973,166.9783,95.8,0.0098,0.0002,0.0031,0.0025,0.0459,0.018,1.2963,0.0111,0.0191,0.0299,0.0972,0.1298,8.5002,0.5007,0.7207,-6.8735,0.2756,1.8334,0.3777
141.0667,407.3065,96.8868,0.005,0.0001,0.0204,0.0131,0.0503,0.0909,0.3293,0.0359,0.0282,0.0187,0.1218,0.2332,16.0702,0.6163,0.6712,-5.2713,0.4403,2.9364,0.1158
150.7622,414.6855,155.1683,0.0106,0.0001,0.0117,0.0059,0.0378,0.0749,1.1653,0.0545,0.0246,0.126,0.0484,0.1286,10.5808,0.4647,0.7885,-4.2123,0.1282,2.8613,0.4156
160.4907,353.505,188.0256,0.02,0.0,0.0191,0.0055,0.063,0.0883,1.2391,0.0511,0.0114,0.0511,0.0783,0.2207,13.1877,0.652,0.7393,-3.9148,0.3303,2.5801,0.4819
93.8174,468.1479,125.8137,0.0268,0.0002,0.0102,0.0132,0.0107,0.0263,0.497,0.0221,0.0416,0.0287,0.09,0.1522,11.5554,0.31,0.7559,-2.6147,0.1762,2.5715,0.2099
191.688,311.3424,70.1992,0.0245,0.0003,0.0137,0.0059,0.0255,0.0436,1.0219,0.0219,0.0378,0.056,0.0591,0.3038,9.7432,0.4972,0.5826,-6.3947,0.22,2.1484,0.4704
159.655,295.1045,88.1439,0.0143,0.0001,0.0209,0.0119,0.0314,0.0737,1.2087,0.0333,0.0631,0.0664,0.0655,0.1843,19.8117,0.6218,0.7798,-5.6249,0.1621,2.6207,0.1131
200.5395,371.3932,181.8421,0.0129,0.0001,0.0209,0.0119,0.0062,0.0306,0.7584,0.0275,0.0183,0.0538,0.1606,0.1394,28.3345,0.5721,0.8158,-3.4605,0.0639,2.1201,0.4756
98.9113,438.671,112.3002,0.0285,0.0,0.0026,0.0083,0.0511,0.0799,0.4956,0.0335,0.0744,0.0128,0.0571,0.0324,9.8945,0.397,0.7465,-4.2643,0.2042,2.6688,0.1521
144.9923,195.5439,83.7182,0.0098,0.0001,0.0111,0.0173,0.0392,0.0196,0.1032,0.0057,0.0425,0.0636,0.1049,0.0322,14.6425,0.3015,0.7812,-3.896,0.1326,2.3229,0.4837
96.5707,187.3078,171.9175,0.0263,0.0001,0.0113,0.0186,0.0114,0.0673,0.6447,0.0455,0.0489,0.131,0.0224,0.0945,23.2848,0.2976,0.8022,-5.1874,0.3693,2.57,0.3611
207.5133,412.7646,151.8807,0.0269,0.0002,0.0063,0.0168,0.0545,0.091,0.2344,0.005,0.0274,0.1218,0.1442,0.1016,15.3575,0.4451,0.7492,-6.7972,0.1004,3.444,0.1135
160.4431,342.5191,170.0182,0.0242,0.0002,0.009,0.0182,0.0591,0.0862,0.6825,0.0242,0.0373,0.0838,0.0216,0.1865,20.1491,0.6343,0.7412,-4.5702,0.065,2.7612,0.3551
97.849,576.7392,67.4404,0.0274,0.0002,0.0058,0.002,0.0441,0.0991,1.2149,0.0553,0.0316,0.0531,0.0906,0.2759,9.8256,0.6031,0.7889,-6.0216,0.262,2.662,0.4334
132.3359,195.5526,193.2132,0.0054,0.0,0.013,0.0119,0.0215,0.0953,0.3321,0.0191,0.0442,0.0661,0.1117,0.0489,10.369,0.3002,0.6288,-4.8322,0.405,3.3216,0.3044
94.8934,229.4546,160.5294,0.0158,0.0002,0.009,0.0045,0.0078,0.0588,1.0358,0.0523,0.031,0.062,0.1242,0.0043,27.3928,0.5225,0.8208,-6.4834,0.2677,2.0776,0.2359
180.4745,367.3204,68.2117,0.0278,0.0001,0.0121,0.0132,0.0394,0.1123,1.0524,0.0143,0.0334,0.1102,0.1686,0.0949,12.585,0.3265,0.6039,-3.2818,0.3302,2.6513,0.302
126.5814,297.5291,148.3078,0.0322,0.0001,0.0164,0.0177,0.003,0.0929,0.8829,0.0213,0.0488,0.077,0.143,0.1422,27.6044,0.4077,0.8059,-5.0692,0.2202,2.2882,0.1115
97.4224,312.7292,118.0491,0.0066,0.0001,0.009,0.0023,0.0156,0.038,1.2875,0.0103,0.0305,0.1091,0.1358,0.207,25.9538,0.4563,0.6799,-2.7463,0.2682,2.935,0.3141
207.893,535.8999,146.843,0.0278,0.0,0.0088,0.0096,0.0495,0.1108,0.9798,0.0056,0.0188,0.096,0.0531,0.2174,29.5557,0.4817,0.7104,-3.9171,0.1525,3.3667,0.1335
186.1914,325.909,162.8326,0.0165,0.0,0.0042,0.0012,0.0137,0.0687,0.3141,0.0427,0.0406,0.112,0.1259,0.0557,27.7826,0.385,0.6558,-5.551,0.2082,1.9983,0.3616
174.6965,463.235,90.3539,0.0158,0.0001,0.0127,0.0057,0.0276,0.085,1.0746,0.0387,0.0219,0.0847,0.0548,0.0536,20.6015,0.6202,0.673,-6.0327,0.3638,2.0535,0.2829
156.7679,152.6079,85.8969,0.0162,0.0001,0.0095,0.0041,0.0172,0.0704,0.5864,0.0231,0.0166,0.1066,0.0887,0.2775,26.8865,0.4077,0.6831,-6.6323,0.4358,2.6374,0.2664
126.4162,363.2344,173.5744,0.0161,0.0002,0.019,0.0145,0.0384,0.105,0.8131,0.0137,0.0259,0.0743,0.0585,0.0466,27.2105,0.4173,0.7496,-7.1133,0.4476,2.9415,0.4158
180.0499,433.5425,104.2049,0.011,0.0002,0.0071,0.0124,0.0072,0.0432,0.6347,0.0471,0.035,0.1354,0.1549,0.2186,8.9958,0.3148,0.8242,-2.9929,0.4201,3.5628,0.5089
152.407,343.6463,85.1886,0.0044,0.0002,0.0083,0.0074,0.0358,0.0203,1.2105,0.0066,0.0157,0.0806,0.0202,0.0562,21.5856,0.6661,0.6062,-6.8201,0.088,2.1825,0.1269
214.9533,362.1535,129.4831,0.0313,0.0001,0.0151,0.0146,0.0263,0.0305,0.9161,0.039,0.0171,0.0419,0.0973,0.3022,28.7812,0.517,0.7572,-6.8522,0.0789,1.9043,0.3833
177.6318,198.329,174.0481,0.0028,0.0002,0.0037,0.0063,0.0281,0.0818,0.0937,0.0103,0.0472,0.013,0.1528,0.0293,15.9065,0.6829,0.8236,-6.7807,0.4109,2.5155,0.1802
147.9132,457.2548,177.3908,0.0225,0.0003,0.0183,0.0194,0.0125,0.045,0.3901,0.0123,0.0308,0.0752,0.1292,0.301,12.9032,0.5283,0.5787,-2.832,0.2617,2.7634,0.2967
99.8791,525.3491,66.2727,0.0091,0.0001,0.0143,0.0028,0.032,0.0213,0.5162,0.044,0.0271,0.072,0.0982,0.1412,19.0043,0.3304,0.6221,-5.4322,0.4376,3.2886,0.4414
115.8313,220.0659,112.29,0.0091,0.0002,0.0029,0.011,0.0355,0.1155,0.9669,0.0534,0.0554,0.0916,0.0447,0.3054,20.8958,0.4687,0.654,-5.5249,0.3304,1.8983,0.1294
123.6473,520.4541,82.5397,0.0219,0.0001,0.0022,0.0064,0.0501,0.0279,0.4329,0.0248,0.0755,0.1019,0.0157,0.1908,29.4556,0.6241,0.6196,-3.8486,0.249,2.106,0.1482
160.7512,507.053,121.9356,0.0251,0.0001,0.002,0.0168,0.0477,0.0234,1.1164,0.0474,0.0511,0.0107,0.1113,0.3041,19.0287,0.3981,0.8026,-5.0977,0.3154,2.6891,0.223
209.7812,456.2888,156.7733,0.0199,0.0002,0.0016,0.0061,0.0542,0.0217,0.9357,0.046,0.0591,0.0403,0.1436,0.047,9.7074,0.5632,0.6419,-4.414,0.4038,2.5101,0.4142
102.8265,480.3855,149.3149,0.0151,0.0,0.0172,0.005,0.0589,0.06,1.096,0.0512,0.0502,0.0992,0.1382,0.0182,11.1391,0.3082,0.7173,-5.3358,0.0713,3.1981,0.1062
127.9106,504.4566,133.6459,0.0072,0.0001,0.0117,0.0129,0.0424,0.0183,1.0061,0.0359,0.0445,0.0627,0.0227,0.2698,13.9867,0.3817,0.7936,-6.0594,0.199,3.1393,0.2484
172.2721,139.2219,197.1449,0.0041,0.0002,0.0214,0.0049,0.0071,0.0184,0.3782,0.0234,0.0063,0.0443,0.0705,0.2051,16.8708,0.655,0.7295,-6.1982,0.3886,2.5868,0.4831
207.385,207.7237,83.2822,0.007,0.0001,0.0102,0.0193,0.0256,0.0693,0.2185,0.0497,0.0427,0.0277,0.146,0.0098,13.1522,0.4016,0.7372,-5.2396,0.0801,2.1026,0.1668
115.1923,419.2923,93.5492,0.0318,0.0002,0.0036,0.0026,0.0558,0.0109,0.9722,0.0488,0.0345,0.0691,0.1244,0.1457,18.6939,0.2742,0.59,-4.4821,0.414,2.9587,0.2416
209.5035,350.5366,94.9765,0.0027,0.0,0.0166,0.0062,0.0348,0.0602,0.3891,0.0476,0.0443,0.1124,0.1134,0.2829,13.9733,0.5303,0.6665,-5.5459,0.369,1.8513,0.2382
180.9651,216.6099,188.2347,0.0266,0.0002,0.007,0.0103,0.0432,0.0343,0.8395,0.0201,0.0267,0.1274,0.0818,0.2045,26.9244,0.4035,0.7754,-5.0106,0.4084,2.9196,0.3606
146.3467,537.7353,116.9066,0.0068,0.0001,0.0201,0.009,0.0106,0.1166,0.6611,0.0205,0.0477,0.0558,0.1669,0.0813,21.5262,0.4016,0.7558,-3.4241,0.1091,2.6121,0.1328
111.0696,541.0123,86.4119,0.0097,0.0001,0.0093,0.014,0.0535,0.0271,0.1576,0.0564,0.0322,0.108,0.0802,0.2561,25.2958,0.4747,0.7296,-4.4243,0.4006,2.3354,0.3133
222.3782,201.4304,196.487,0.0115,0.0001,0.0092,0.0057,0.0515,0.0488,1.1105,0.0426,0.0267,0.0248,0.0248,0.1543,9.5019,0.4379,0.6627,-5.9756,0.3927,3.528,0.4712
200.8015,329.232,173.9246,0.0263,0.0002,0.0152,0.0032,0.0387,0.0908,1.214,0.0388,0.0315,0.1051,0.0765,0.0851,11.0456,0.4535,0.6229,-4.2355,0.1006,2.4759,0.229
100.3758,278.5408,129.962,0.007,0.0,0.0026,0.009,0.011,0.013,1.1612,0.0342,0.0233,0.1295,0.0635,0.1011,19.0666,0.6585,0.6955,-6.8632,0.3828,2.8575,0.46
185.6253,515.1672,177.3718,0.0248,0.0001,0.0028,0.0056,0.0355,0.0418,0.9759,0.0287,0.0542,0.0975,0.0322,0.0936,29.1916,0.3031,0.7398,-3.2334,0.3391,3.5584,0.4098
155.8464,246.8092,124.1577,0.0134,0.0001,0.0207,0.0093,0.0098,0.0329,0.5623,0.0201,0.0655,0.1299,0.0237,0.2598,15.4324,0.655,0.7858,-6.7459,0.4025,2.634,0.1772
202.094,434.0537,121.771,0.0078,0.0001,0.0119,0.0065,0.0272,0.0775,0.5146,0.0339,0.0682,0.0543,0.1584,0.0114,20.0725,0.533,0.753,-5.3304,0.3965,2.9555,0.1315
202.2256,372.765,167.5067,0.0289,0.0001,0.0059,0.0116,0.0405,0.0556,0.2557,0.0211,0.0529,0.0652,0.1314,0.1738,23.5383,0.6808,0.8016,-2.8313,0.4168,2.321,0.1328
143.7784,176.219,100.72,0.0303,0.0001,0.0092,0.01,0.0274,0.0967,0.8048,0.0346,0.0335,0.1259,0.0188,0.0119,21.8628,0.4687,0.602,-5.0527,0.3789,3.2441,0.1793
102.0234,162.5501,83.6873,0.0113,0.0001,0.006,0.0108,0.0073,0.1184,0.4888,0.0266,0.0494,0.0609,0.0875,0.2655,23.1898,0.5274,0.8214,-3.9413,0.1176,2.9953,0.1742
93.8255,170.3578,181.2974,0.0273,0.0002,0.0206,0.0076,0.0289,0.0847,0.615,0.0278,0.0657,0.029,0.1138,0.1993,27.4965,0.2726,0.7062,-3.8743,0.1419,2.3615,0.193
132.2945,202.4436,74.2765,0.0082,0.0001,0.0101,0.0151,0.0381,0.056,0.5933,0.0465,0.0521,0.0795,0.1342,0.137,21.6224,0.3231,0.7025,-4.3062,0.4338,2.5846,0.4106
208.1128,272.9565,122.273,0.0235,0.0001,0.0199,0.0107,0.0498,0.0209,1.0398,0.0145,0.0773,0.0337,0.1585,0.1252,9.2029,0.3501,0.7712,-6.6793,0.0819,2.3835,0.0966
193.4498,321.7048,158.3435,0.0065,0.0,0.0042,0.0019,0.0202,0.09,0.7492,0.0245,0.0511,0.0657,0.0982,0.279,8.5504,0.5843,0.6355,-6.5832,0.2598,2.2978,0.1192
177.7293,495.5655,87.7962,0.0022,0.0002,0.0089,0.0196,0.0334,0.0539,0.4444,0.0174,0.038,0.0438,0.0916,0.2948,21.2644,0.3581,0.6054,-6.8621,0.3145,1.9065,0.4627
168.6315,213.015,196.8472,0.0249,0.0002,0.0205,0.0169,0.0141,0.1158,1.1282,0.0071,0.0214,0.1105,0.0266,0.1079,12.3215,0.4467,0.8047,-2.9387,0.1748,2.3696,0.2726
185.5256,251.1128,148.5201,0.022,0.0002,0.0203,0.0157,0.0215,0.106,0.723,0.0246,0.0214,0.131,0.0424,0.1522,8.6117,0.4357,0.577,-6.921,0.231,1.8236,0.4003
155.1591,327.8365,173.0668,0.0228,0.0001,0.0081,0.0175,0.0298,0.0791,0.1584,0.0279,0.043,0.0846,0.0138,0.1422,19.4881,0.4179,0.6721,-4.3297,0.0956,3.3176,0.2996
207.8935,587.6264,164.6306,0.0169,0.0003,0.0083,0.0182,0.0473,0.1157,1.1435,0.0347,0.0632,0.0252,0.1611,0.168,16.9932,0.2671,0.6777,-3.4527,0.1753,2.0287,0.4375
141.091,271.562,177.1674,0.0036,0.0001,0.003,0.0065,0.0331,0.082,1.1848,0.0556,0.0183,0.0589,0.1092,0.0821,29.8624,0.6262,0.6252,-6.17,0.2152,3.6523,0.1192
148.351,309.168,140.5605,0.0325,0.0002,0.0154,0.0071,0.0574,0.0279,0.6644,0.0067,0.0195,0.0696,0.085,0.1184,27.9247,0.5339,0.6917,-6.5235,0.1611,2.5594,0.1287
221.0836,573.9491,184.6288,0.0178,0.0002,0.0153,0.0171,0.0217,0.0482,0.356,0.0158,0.0213,0.0487,0.121,0.0245,21.2969,0.6431,0.6304,-4.621,0.0826,1.9936,0.4301
139.9381,368.7218,165.5634,0.0231,0.0001,0.0089,0.0137,0.0415,0.0975,1.203,0.0258,0.0058,0.0178,0.0501,0.1833,11.5585,0.3525,0.7727,-4.6033,0.1127,2.2686,0.3179
204.3207,271.0008,119.213,0.0242,0.0002,0.0162,0.0134,0.0116,0.0136,1.282,0.0491,0.0138,0.0186,0.0332,0.3026,25.4077,0.6688,0.6427,-4.9143,0.3965,2.4722,0.4896
156.8342,332.4838,166.726,0.0068,0.0002,0.0043,0.0055,0.0618,0.0137,0.2699,0.0379,0.0471,0.0656,0.0531,0.0089,15.8675,0.6305,0.6732,-3.1503,0.4247,2.953,0.2581
116.9697,444.2823,115.8216,0.0156,0.0003,0.0017,0.0049,0.0225,0.1038,0.3379,0.0214,0.0333,0.057,0.1686,0.1221,12.7999,0.29,0.7811,-3.7418,0.1368,3.1939,0.1726
199.3135,212.8794,175.5801,0.0206,0.0,0.0085,0.0066,0.0286,0.0952,0.4671,0.0134,0.0446,0.0957,0.0937,0.1447,12.1815,0.4625,0.6589,-4.633,0.1308,2.9286,0.2639
111.7758,335.2101,128.5866,0.0225,0.0001,0.0039,0.0167,0.0494,0.1126,1.084,0.0305,0.0457,0.063,0.0924,0.134,25.9469,0.4256,0.7812,-6.1753,0.2595,2.8431,0.1105
198.0786,526.9157,137.0148,0.0245,0.0002,0.0203,0.0132,0.0402,0.071,0.4851,0.0224,0.0222,0.0447,0.1007,0.1981,21.158,0.5781,0.8017,-5.274,0.1326,2.515,0.2086
207.6778,420.3581,115.4468,0.0171,0.0002,0.01,0.0057,0.0583,0.0593,1.2195,0.0321,0.0551,0.1083,0.0728,0.1441,19.5536,0.5832,0.6326,-5.0503,0.3176,2.7916,0.4488
222.5588,174.7811,78.1935,0.0165,0.0003,0.0122,0.0015,0.0183,0.0171,0.4398,0.0151,0.0207,0.1115,0.0325,0.1699,27.9277,0.2673,0.7217,-5.0068,0.2203,3.2908,0.3303
108.8309,356.084,174.7709,0.0209,0.0,0.0133,0.0033,0.0495,0.0153,0.3975,0.0333,0.0321,0.1354,0.1406,0.263,14.4768,0.4095,0.7343,-6.1931,0.1706,2.4383,0.4308
203.7045,166.7321,180.0456,0.0159,0.0002,0.0086,0.0027,0.0505,0.0293,0.4143,0.0228,0.0671,0.0177,0.0549,0.228,15.5417,0.2924,0.6605,-6.1085,0.1567,3.0517,0.2222
167.3618,448.8309,179.1695,0.0301,0.0002,0.0186,0.001,0.008,0.0779,0.153,0.0289,0.0152,0.0677,0.0676,0.2177,14.7094,0.4553,0.5759,-4.0008,0.3549,2.9095,0.4058
114.5077,230.6103,114.5558,0.0026,0.0001,0.0122,0.0013,0.0348,0.0168,0.8743,0.0099,0.0181,0.0738,0.0403,0.2105,17.8834,0.5758,0.652,-6.2654,0.3241,2.447,0.3564
166.019,232.7851,102.1706,0.0273,0.0002,0.0187,0.0027,0.0076,0.0551,0.6053,0.0319,0.0512,0.0687,0.1584,0.228,18.226,0.4835,0.5851,-4.0615,0.4349,3.011,0.1036
197.6087,497.1936,157.9183,0.0032,0.0002,0.0191,0.0167,0.0635,0.0287,1.2462,0.0167,0.057,0.1339,0.0535,0.0028,22.8417,0.3085,0.6658,-3.601,0.0703,1.7697,0.1089
210.5839,271.6089,90.0363,0.0053,0.0002,0.0029,0.0143,0.0261,0.1074,1.1035,0.0198,0.0384,0.0352,0.0137,0.1569,15.6948,0.4486,0.6342,-6.2812,0.2314,3.5561,0.4529
130.805,263.1968,75.5387,0.0233,0.0,0.0091,0.0177,0.0267,0.0545,0.4899,0.0258,0.0693,0.031,0.1269,0.1712,9.1686,0.2989,0.6209,-2.8567,0.2755,3.3315,0.1952
170.7759,513.3453,95.2934,0.0224,0.0001,0.0175,0.0089,0.0482,0.0755,0.6401,0.0482,0.0192,0.1175,0.1329,0.1137,24.9415,0.5203,0.6132,-6.6415,0.1092,3.4002,0.4198
195.5861,134.9404,90.0063,0.0187,0.0001,0.013,0.0056,0.0291,0.117,0.2395,0.0297,0.0164,0.0811,0.0228,0.3003,18.7168,0.5635,0.6146,-4.0217,0.3348,2.0962,0.3152
186.0525,451.0304,80.5686,0.0219,0.0001,0.0125,0.0133,0.0131,0.0828,0.2873,0.0249,0.0586,0.0093,0.0676,0.2205,18.3868,0.6627,0.6372,-6.3759,0.1475,2.8745,0.2455
180.8241,203.8884,112.5131,0.0143,0.0,0.0021,0.0103,0.0274,0.0382,0.6608,0.0432,0.0418,0.042,0.0791,0.2776,15.0051,0.6302,0.7865,-2.6596,0.0653,2.8279,0.1327
132.5439,469.3353,160.5546,0.0082,0.0002,0.0017,0.0194,0.0131,0.0626,1.1322,0.009,0.0218,0.0228,0.1024,0.1547,23.4048,0.6037,0.6725,-5.2605,0.3908,3.2663,0.2346
92.3214,507.5286,155.6409,0.0257,0.0001,0.0145,0.0073,0.0603,0.0289,1.2066,0.0372,0.0132,0.1296,0.1349,0.1949,26.9054,0.6812,0.5881,-6.2506,0.4374,3.1068,0.3356
190.1651,588.3743,76.9348,0.0037,0.0,0.013,0.0167,0.0429,0.117,0.2034,0.0412,0.0513,0.0519,0.119,0.0411,12.4269,0.4725,0.6409,-2.8599,0.2258,2.0885,0.1055
95.5476,162.376,167.8952,0.0133,0.0001,0.018,0.0068,0.0155,0.1105,1.2547,0.0241,0.0091,0.0631,0.0691,0.2023,11.4895,0.3071,0.587,-5.3646,0.2087,2.3177,0.4876
99.3157,299.2133,93.7144,0.0039,0.0002,0.0165,0.0155,0.0367,0.0653,0.825,0.0209,0.0082,0.0333,0.1513,0.313,20.8361,0.2875,0.6472,-2.7222,0.1884,2.7003,0.151
214.6628,531.9926,135.8285,0.0163,0.0003,0.0179,0.0186,0.0259,0.0721,1.0873,0.0404,0.0537,0.0623,0.0266,0.1075,22.0601,0.3812,0.6841,-6.4584,0.171,3.4829,0.1838
213.1146,523.9623,157.505,0.033,0.0001,0.0091,0.0045,0.0576,0.026,0.1895,0.0104,0.0615,0.0631,0.1523,0.0034,14.2646,0.5169,0.8078,-5.2577,0.4302,3.6012,0.4174
109.2231,491.3784,128.216,0.0135,0.0,0.009,0.0123,0.0458,0.0217,1.1867,0.0185,0.0345,0.1234,0.1241,0.2126,15.0514,0.338,0.6675,-3.6558,0.3302,3.0267,0.2732
117.8175,348.2562,188.0534,0.0106,0.0002,0.0214,0.0036,0.0132,0.0684,1.159,0.0143,0.076,0.132,0.0648,0.301,14.5504,0.3436,0.6695,-2.6601,0.3117,2.5471,0.1978
93.8154,333.8572,131.0728,0.01,0.0002,0.0174,0.0036,0.0378,0.0119,0.4206,0.0215,0.0375,0.0924,0.1366,0.1904,15.8407,0.3253,0.6272,-3.2516,0.2287,2.0539,0.39
161.5775,231.1818,67.3683,0.0198,0.0001,0.0046,0.0136,0.0292,0.09,0.1684,0.032,0.0094,0.0714,0.0917,0.097,26.2247,0.3039,0.8006,-6.8082,0.1092,2.3966,0.1824
177.7365,290.2186,88.1259,0.0155,0.0001,0.0147,0.0045,0.0323,0.1047,0.2201,0.0061,0.0309,0.0102,0.0274,0.2384,24.627,0.5698,0.7594,-3.4563,0.2842,2.9562,0.2669
107.9555,172.8712,183.0954,0.009,0.0,0.0041,0.0062,0.0557,0.064,0.2166,0.0335,0.0324,0.0592,0.1414,0.2322,24.5332,0.672,0.6098,-5.0166,0.2439,3.0034,0.3767
134.1142,207.7223,188.6261,0.0169,0.0001,0.0067,0.0109,0.0106,0.0449,0.2812,0.03,0.0373,0.0152,0.124,0.1273,23.2129,0.5372,0.7902,-5.2142,0.3517,3.0722,0.4382
122.3239,216.8319,106.0883,0.0197,0.0002,0.0112,0.019,0.0038,0.0755,1.1191,0.0314,0.0536,0.1276,0.1267,0.1329,22.4225,0.4077,0.8115,-5.3466,0.0653,2.4863,0.3756
111.2684,565.056,101.811,0.0165,0.0003,0.0047,0.0068,0.055,0.0463,0.4653,0.0299,0.0176,0.0378,0.1286,0.2584,27.7301,0.4543,0.8095,-4.3821,0.2723,3.5696,0.2872
144.2594,110.2938,147.7632,0.0249,0.0001,0.0165,0.014,0.0195,0.0274,0.7498,0.0561,0.0652,0.0978,0.1282,0.1452,17.0489,0.3275,0.6376,-6.4981,0.4307,2.6293,0.3589
136.4438,279.2273,114.6728,0.004,0.0001,0.0054,0.006,0.0178,0.0401,0.9837,0.0231,0.0729,0.1295,0.0963,0.2658,28.4086,0.4192,0.8003,-3.2311,0.4493,2.6751,0.2141
202.2506,146.9282,167.6185,0.0128,0.0001,0.0189,0.0121,0.0643,0.0779,1.2824,0.0217,0.036,0.0599,0.0282,0.1839,18.9706,0.6307,0.6739,-6.1897,0.2682,2.677,0.2781
144.332,527.9434,102.2439,0.0251,0.0001,0.0127,0.0058,0.0538,0.1137,1.1767,0.0372,0.0308,0.0414,0.1444,0.1058,25.0029,0.2748,0.803,-3.8436,0.1725,3.6649,0.4137
218.1616,160.9722,139.8598,0.0131,0.0001,0.0169,0.0138,0.0225,0.1023,0.3016,0.0382,0.027,0.1136,0.1298,0.3078,11.2039,0.2766,0.7684,-5.485,0.2195,3.1648,0.1206
163.5835,500.0508,167.4888,0.0211,0.0,0.0118,0.0172,0.0157,0.0581,0.6853,0.0398,0.0439,0.0808,0.1476,0.1785,19.6238,0.4115,0.6564,-2.6298,0.1261,2.2576,0.1289
194.078,365.6739,135.2243,0.0182,0.0001,0.0121,0.0013,0.0472,0.0148,0.226,0.0366,0.0462,0.0436,0.0763,0.0117,12.3272,0.2717,0.6751,-3.9684,0.2342,2.8389,0.1109
126.826,478.0907,103.3205,0.0282,0.0001,0.0064,0.0124,0.0381,0.0543,0.6368,0.0532,0.0674,0.0926,0.1391,0.0692,11.2412,0.5707,0.7815,-2.4441,0.3417,2.8428,0.3396
126.6128,204.5508,169.2756,0.0252,0.0002,0.0089,0.0115,0.0448,0.0256,1.1342,0.0102,0.0236,0.0451,0.1657,0.0177,11.7078,0.3773,0.699,-3.9825,0.1042,2.9707,0.3676
111.4777,403.2942,137.6387,0.0118,0.0002,0.0212,0.0084,0.0035,0.0346,1.1271,0.0422,0.0112,0.1038,0.0159,0.1931,13.0042,0.2988,0.8013,-5.3568,0.3753,1.8216,0.412
122.5679,152.5532,155.1079,0.0129,0.0002,0.001,0.0083,0.0068,0.0243,1.2513,0.0328,0.0155,0.0476,0.1603,0.1588,11.3164,0.655,0.6094,-6.708,0.1051,2.9997,0.4327
168.3503,355.7151,66.3779,0.0107,0.0001,0.0089,0.006,0.0482,0.1067,0.9121,0.0085,0.0525,0.0305,0.148,0.2168,24.2635,0.2672,0.5898,-4.0955,0.1864,2.2118,0.3164
144.4429,528.4476,197.7497,0.0032,0.0002,0.0015,0.0075,0.0408,0.051,0.1351,0.0154,0.0329,0.0397,0.1409,0.0238,19.967,0.5844,0.5939,-2.4652,0.4075,2.1763,0.4364
159.5129,178.3069,146.7784,0.0082,0.0001,0.0168,0.0011,0.027,0.0868,0.8278,0.0265,0.0295,0.0312,0.0219,0.244,19.3694,0.5804,0.7709,-6.8217,0.3137,3.0052,0.1806
182.2748,355.9994,138.1365,0.0228,0.0001,0.0151,0.0181,0.027,0.0173,0.8924,0.0341,0.0403,0.0233,0.0943,0.3032,25.1833,0.342,0.8062,-6.5999,0.445,2.1818,0.237
176.4752,141.2349,126.4444,0.0191,0.0002,0.0199,0.0053,0.0117,0.0851,0.823,0.032,0.0097,0.0622,0.0481,0.12,17.5851,0.6723,0.6357,-3.9777,0.1852,2.6942,0.517
156.0672,474.4599,96.6727,0.0049,0.0002,0.0119,0.015,0.0302,0.0565,0.8724,0.0423,0.0369,0.1194,0.1568,0.2436,19.2134,0.5113,0.7202,-6.9656,0.3759,3.1235,0.1101
221.5959,518.195,143.7034,0.0258,0.0002,0.006,0.0025,0.0198,0.0734,0.1674,0.0314,0.0533,0.0634,0.037,0.1547,27.8496,0.5294,0.7538,-6.7041,0.0746,3.5547,0.3746
220.9118,347.1192,110.6792,0.0221,0.0001,0.0134,0.0123,0.004,0.0837,1.2978,0.051,0.0443,0.0984,0.0554,0.1206,14.8869,0.6566,0.6162,-6.5509,0.2359,3.6039,0.4729
149.1371,568.2266,191.4731,0.0208,0.0002,0.0064,0.0029,0.028,0.0316,0.862,0.0307,0.0678,0.0605,0.0843,0.0871,20.0125,0.3446,0.5851,-6.4274,0.3557,3.1879,0.2107
175.6605,367.3411,96.9094,0.0017,0.0001,0.0089,0.0133,0.0387,0.0706,0.1593,0.0376,0.0668,0.0477,0.1062,0.2595,24.6712,0.6535,0.7731,-3.3069,0.4074,1.8779,0.2948
106.2022,469.5594,181.7742,0.0053,0.0001,0.0148,0.0043,0.036,0.0656,0.5689,0.0469,0.032,0.0456,0.1126,0.1687,20.6633,0.6782,0.6004,-5.9503,0.2194,2.4969,0.4934
149.7569,246.6552,96.9499,0.0241,0.0001,0.013,0.0167,0.0296,0.091,0.6804,0.0338,0.0663,0.0664,0.0519,0.0975,22.3969,0.3318,0.8131,-4.3676,0.2382,3.0868,0.5183
140.6867,254.1891,138.8383,0.0098,0.0002,0.0138,0.0097,0.0491,0.0368,0.1286,0.0291,0.0079,0.0144,0.0276,0.2112,15.9958,0.5715,0.7303,-3.0859,0.2819,2.1526,0.1294
